Year,Value,UNIT_MEASURE,SERIES
2012,13.4656882284517,Postotak,Krediti u ukupnim bruto kreditima koji se ne izvode (%)
2013,15.1198478740683,Postotak,Krediti u ukupnim bruto kreditima koji se ne izvode (%)
2014,14.1653123764986,Postotak,Krediti u ukupnim bruto kreditima koji se ne izvode (%)
2015,13.7084158662801,Postotak,Krediti u ukupnim bruto kreditima koji se ne izvode (%)
2016,11.777719084596301,Postotak,Krediti u ukupnim bruto kreditima koji se ne izvode (%)
2017,10.046275152463199,Postotak,Krediti u ukupnim bruto kreditima koji se ne izvode (%)
2018,8.770335479676572,Postotak,Krediti u ukupnim bruto kreditima koji se ne izvode (%)
2000,26.4758691558612,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2001,22.3586710421588,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2002,18.2029212704059,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2003,15.9222609694411,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2004,14.9250443993237,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2005,13.6714789097788,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2006,13.617048392226401,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2007,12.5972463295307,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2008,12.0085239404031,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2009,12.3948490369898,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2010,12.640142484609699,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2011,13.5692695579269,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2012,14.062592230113802,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2013,15.234217504719,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2014,14.3452279119259,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2015,13.7612358561706,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2016,15.028388380123598,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2017,14.767781340475599,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2018,16.4870496553286,Postotak,Regulatorni 1 razina kapitala za imovinu ponderiranu rizikom (%)
2000,20.439232259874,Postotak,Regulatorni kapital za imovinu (%)
2001,14.527655611921501,Postotak,Regulatorni kapital za imovinu (%)
2002,14.3457936836765,Postotak,Regulatorni kapital za imovinu (%)
2003,11.7934618614307,Postotak,Regulatorni kapital za imovinu (%)
2004,10.7372308611601,Postotak,Regulatorni kapital za imovinu (%)
2005,9.72960582201421,Postotak,Regulatorni kapital za imovinu (%)
2006,9.73688626796929,Postotak,Regulatorni kapital za imovinu (%)
2007,8.817806517454288,Postotak,Regulatorni kapital za imovinu (%)
2008,9.37215106339801,Postotak,Regulatorni kapital za imovinu (%)
2009,10.7212574953015,Postotak,Regulatorni kapital za imovinu (%)
2010,11.765449821522,Postotak,Regulatorni kapital za imovinu (%)
2011,13.614428007970801,Postotak,Regulatorni kapital za imovinu (%)
2012,14.2134322942846,Postotak,Regulatorni kapital za imovinu (%)
2013,14.367667765343098,Postotak,Regulatorni kapital za imovinu (%)
2014,14.377745547704402,Postotak,Regulatorni kapital za imovinu (%)
2015,14.0982658596697,Postotak,Regulatorni kapital za imovinu (%)
2016,14.354691636029198,Postotak,Regulatorni kapital za imovinu (%)
2017,14.009650914740698,Postotak,Regulatorni kapital za imovinu (%)
2018,13.1861645768664,Postotak,Regulatorni kapital za imovinu (%)
2000,-1.76461726674205,Postotak,Povrat imovine (%)
2001,-1.0688454216849201,Postotak,Povrat imovine (%)
2002,-0.285976995872053,Postotak,Povrat imovine (%)
2003,0.44729594193314204,Postotak,Povrat imovine (%)
2004,0.6885794719622611,Postotak,Povrat imovine (%)
2005,0.694024200985177,Postotak,Povrat imovine (%)
2006,0.869776327088587,Postotak,Povrat imovine (%)
2007,0.8350243196840541,Postotak,Povrat imovine (%)
2008,0.413425110169344,Postotak,Povrat imovine (%)
2009,0.0883703101394783,Postotak,Povrat imovine (%)
2010,-0.604156469153203,Postotak,Povrat imovine (%)
2011,0.6749504007051961,Postotak,Povrat imovine (%)
2012,0.7231166218635309,Postotak,Povrat imovine (%)
2013,-0.0689789693939072,Postotak,Povrat imovine (%)
2014,0.785877546036617,Postotak,Povrat imovine (%)
2015,0.29853483873533504,Postotak,Povrat imovine (%)
2016,1.0778077072966499,Postotak,Povrat imovine (%)
2017,1.46374049149548,Postotak,Povrat imovine (%)
2018,1.3110732924383102,Postotak,Povrat imovine (%)
