Year,SERIES,UNIT_MEASURE,Value
2005,Regulatory capital to assets (%),Percent,9.72960582201421
2006,Regulatory capital to assets (%),Percent,9.73688626796929
2007,Regulatory capital to assets (%),Percent,8.817806517454288
2008,Regulatory capital to assets (%),Percent,9.37215106339801
2009,Regulatory capital to assets (%),Percent,10.7212574953015
2010,Regulatory capital to assets (%),Percent,11.765449821522
2011,Regulatory capital to assets (%),Percent,13.614428007970801
2012,Regulatory capital to assets (%),Percent,14.2134322942846
2013,Regulatory capital to assets (%),Percent,14.367667765343098
2014,Regulatory capital to assets (%),Percent,14.377745547704402
2015,Regulatory capital to assets (%),Percent,14.0982658596697
2016,Regulatory capital to assets (%),Percent,14.354691636029198
2017,Regulatory capital to assets (%),Percent,14.009650914740698
2018,Regulatory capital to assets (%),Percent,13.1861645768664
2000,Return on assets (%),Percent,-1.76461726674205
2001,Return on assets (%),Percent,-1.0688454216849201
2002,Return on assets (%),Percent,-0.285976995872053
2003,Return on assets (%),Percent,0.44729594193314204
2004,Return on assets (%),Percent,0.6885794719622611
2005,Return on assets (%),Percent,0.694024200985177
2006,Return on assets (%),Percent,0.869776327088587
2007,Return on assets (%),Percent,0.8350243196840541
2008,Return on assets (%),Percent,0.413425110169344
2009,Return on assets (%),Percent,0.0883703101394783
2010,Return on assets (%),Percent,-0.604156469153203
2011,Return on assets (%),Percent,0.6749504007051961
2012,Return on assets (%),Percent,0.7231166218635309
2013,Return on assets (%),Percent,-0.0689789693939072
2014,Return on assets (%),Percent,0.785877546036617
2015,Return on assets (%),Percent,0.29853483873533504
2016,Return on assets (%),Percent,1.0778077072966499
2017,Return on assets (%),Percent,1.46374049149548
2018,Return on assets (%),Percent,1.3110732924383102
