Year,Value,UNIT_MEASURE,SERIES
2015,13.7084158662801,Percent,Non-performing loans to total gross loans (%)
2016,11.777719084596301,Percent,Non-performing loans to total gross loans (%)
2017,10.046275152463199,Percent,Non-performing loans to total gross loans (%)
2018,8.770335479676572,Percent,Non-performing loans to total gross loans (%)
2000,26.4758691558612,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2001,22.3586710421588,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2002,18.2029212704059,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2003,15.9222609694411,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2004,14.9250443993237,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2005,13.6714789097788,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2006,13.617048392226401,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2007,12.5972463295307,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2008,12.0085239404031,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2009,12.3948490369898,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2010,12.640142484609699,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2011,13.5692695579269,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2012,14.062592230113802,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2013,15.234217504719,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2014,14.3452279119259,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2015,13.7612358561706,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2016,15.028388380123598,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2017,14.767781340475599,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2018,16.4870496553286,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2000,20.439232259874,Percent,Regulatory capital to assets (%)
2001,14.527655611921501,Percent,Regulatory capital to assets (%)
2002,14.3457936836765,Percent,Regulatory capital to assets (%)
2003,11.7934618614307,Percent,Regulatory capital to assets (%)
2004,10.7372308611601,Percent,Regulatory capital to assets (%)
2005,9.72960582201421,Percent,Regulatory capital to assets (%)
2006,9.73688626796929,Percent,Regulatory capital to assets (%)
2007,8.817806517454288,Percent,Regulatory capital to assets (%)
2008,9.37215106339801,Percent,Regulatory capital to assets (%)
2009,10.7212574953015,Percent,Regulatory capital to assets (%)
2010,11.765449821522,Percent,Regulatory capital to assets (%)
2011,13.614428007970801,Percent,Regulatory capital to assets (%)
2012,14.2134322942846,Percent,Regulatory capital to assets (%)
2013,14.367667765343098,Percent,Regulatory capital to assets (%)
2014,14.377745547704402,Percent,Regulatory capital to assets (%)
2015,14.0982658596697,Percent,Regulatory capital to assets (%)
2016,14.354691636029198,Percent,Regulatory capital to assets (%)
2017,14.009650914740698,Percent,Regulatory capital to assets (%)
2018,13.1861645768664,Percent,Regulatory capital to assets (%)
2000,-1.76461726674205,Percent,Return on assets (%)
2001,-1.0688454216849201,Percent,Return on assets (%)
2002,-0.285976995872053,Percent,Return on assets (%)
2003,0.44729594193314204,Percent,Return on assets (%)
2004,0.6885794719622611,Percent,Return on assets (%)
2005,0.694024200985177,Percent,Return on assets (%)
2006,0.869776327088587,Percent,Return on assets (%)
2007,0.8350243196840541,Percent,Return on assets (%)
2008,0.413425110169344,Percent,Return on assets (%)
2009,0.0883703101394783,Percent,Return on assets (%)
2010,-0.604156469153203,Percent,Return on assets (%)
2011,0.6749504007051961,Percent,Return on assets (%)
2012,0.7231166218635309,Percent,Return on assets (%)
2013,-0.0689789693939072,Percent,Return on assets (%)
2014,0.785877546036617,Percent,Return on assets (%)
2015,0.29853483873533504,Percent,Return on assets (%)
2016,1.0778077072966499,Percent,Return on assets (%)
2017,1.46374049149548,Percent,Return on assets (%)
2018,1.3110732924383102,Percent,Return on assets (%)
