Year,Value,UNIT_MEASURE,SERIES
2006,0.869776327088587,Проценат,Поврат имовине (%)
2007,0.8350243196840541,Проценат,Поврат имовине (%)
2008,0.413425110169344,Проценат,Поврат имовине (%)
2009,0.0883703101394783,Проценат,Поврат имовине (%)
2010,-0.604156469153203,Проценат,Поврат имовине (%)
2011,0.6749504007051961,Проценат,Поврат имовине (%)
2012,0.7231166218635309,Проценат,Поврат имовине (%)
2013,-0.0689789693939072,Проценат,Поврат имовине (%)
2014,0.785877546036617,Проценат,Поврат имовине (%)
2015,0.29853483873533504,Проценат,Поврат имовине (%)
2016,1.0778077072966499,Проценат,Поврат имовине (%)
2017,1.46374049149548,Проценат,Поврат имовине (%)
2018,1.3110732924383102,Проценат,Поврат имовине (%)
